,nome_jogador,nota_geral,nota_potencial,valor_eur,salario_eur,idade,altura_cm,peso_kg,pe_fraco,habilidade,rescisao_eur,ritmo,chute,passe,drible,defesa,fisico,mentalidade_visao,mentalidade_compostura,mentalidade_posicionamento,poder_salto,poder_stamina,poder_forca,posicao
9603,Tiago Dantas,66,81,2100000.0,3000.0,20,169,58,3,3,,70.0,53.0,69.0,73.0,42.0,42.0,72,69,65,59,63,31,Meio campo
9604,I. Van der Brempt,66,82,2100000.0,3000.0,19,191,76,3,3,4300000.0,74.0,52.0,57.0,64.0,60.0,67.0,47,54,57,62,69,69,Zagueiro
9605,N. Dyhr,66,73,1600000.0,5000.0,20,177,66,3,2,2400000.0,78.0,52.0,60.0,65.0,60.0,64.0,54,60,60,65,74,62,Zagueiro
9606,G. Fernández,66,67,1000000.0,7000.0,27,186,78,2,2,,77.0,63.0,57.0,61.0,47.0,80.0,63,62,64,74,66,88,Atacante
9607,U. Akyol,66,73,1700000.0,5000.0,23,180,74,2,2,3700000.0,67.0,49.0,63.0,67.0,66.0,69.0,58,64,52,67,68,70,Meio campo
9608,R. Hendriks,66,80,1900000.0,2000.0,19,189,76,4,2,4000000.0,70.0,33.0,54.0,57.0,66.0,66.0,47,60,34,70,63,70,Zagueiro
9611,S. Tanaka,66,71,1200000.0,2000.0,24,183,68,3,2,1600000.0,56.0,39.0,57.0,57.0,66.0,68.0,43,56,23,57,74,66,Zagueiro
9612,K. Koindredi,66,81,2000000.0,5000.0,19,184,77,3,3,5500000.0,66.0,67.0,67.0,67.0,45.0,65.0,70,70,62,64,61,70,Meio campo
9615,Diogo Sousa,66,73,1500000.0,3000.0,22,195,85,2,1,3300000.0,,,,,,,51,26,9,36,26,69,Goleiro
9617,M. Aničić,66,66,575000.0,5000.0,31,192,86,3,2,1200000.0,51.0,33.0,45.0,40.0,67.0,71.0,29,66,23,71,61,85,Zagueiro
9618,Jota Gonçalves,66,76,1800000.0,2000.0,21,186,76,3,2,4100000.0,58.0,31.0,33.0,49.0,68.0,66.0,28,47,27,71,61,67,Zagueiro
9620,H. Ortega,66,77,1800000.0,4000.0,21,190,81,3,2,3400000.0,53.0,32.0,42.0,46.0,67.0,70.0,37,52,42,83,62,70,Zagueiro
9621,A. Atouchi,66,66,725000.0,4000.0,29,186,78,4,2,1200000.0,59.0,37.0,40.0,40.0,69.0,71.0,34,55,39,78,71,75,Zagueiro
9623,A. Doughty,66,76,1800000.0,6000.0,21,183,68,3,2,3800000.0,82.0,46.0,59.0,62.0,56.0,57.0,55,55,53,75,72,50,Lateral
9624,A. Rouault,66,78,1900000.0,2000.0,20,187,76,3,2,3700000.0,64.0,30.0,48.0,47.0,65.0,69.0,33,50,24,81,62,75,Zagueiro
9625,W. Singo,66,81,2000000.0,8000.0,20,190,79,2,2,4700000.0,77.0,40.0,57.0,67.0,62.0,59.0,50,46,50,64,51,65,Lateral
9626,V. Zagaritis,66,80,2000000.0,6000.0,20,178,68,2,2,4900000.0,76.0,42.0,51.0,63.0,63.0,61.0,37,60,54,57,70,58,Zagueiro
9629,A. Cougo,66,70,1100000.0,500.0,25,180,73,2,3,2500000.0,79.0,52.0,59.0,60.0,57.0,69.0,48,49,66,68,81,63,Zagueiro
9631,F. Franco,66,75,1800000.0,500.0,22,177,73,3,2,4200000.0,76.0,41.0,62.0,61.0,62.0,70.0,58,61,59,75,70,71,Zagueiro
9633,J. Trasante,66,74,1900000.0,500.0,22,175,70,2,2,4600000.0,64.0,57.0,57.0,64.0,62.0,72.0,61,59,60,64,87,66,Meio campo
9636,D. Yongwa,66,76,1800000.0,2000.0,20,174,65,3,2,3500000.0,83.0,40.0,59.0,64.0,58.0,64.0,57,55,55,53,77,64,Zagueiro
9638,D. Febles,66,66,850000.0,500.0,30,180,74,3,3,1800000.0,71.0,63.0,47.0,59.0,33.0,67.0,51,70,72,67,57,76,Atacante
9639,M. Villarroel,66,75,1900000.0,500.0,22,177,74,3,2,4500000.0,64.0,54.0,63.0,64.0,56.0,67.0,65,72,65,72,81,60,Meio campo
9640,R. Solís,66,73,1500000.0,500.0,23,188,75,2,1,3500000.0,,,,,,,35,47,11,59,30,59,Goleiro
9641,E. Franco,66,74,1600000.0,500.0,20,183,78,2,1,3800000.0,,,,,,,39,36,10,53,31,64,Goleiro
9642,J. Reyes,66,66,450000.0,500.0,33,178,79,2,2,968000.0,71.0,32.0,56.0,58.0,61.0,59.0,38,50,42,50,75,59,Zagueiro
9643,B. Velarde,66,70,1100000.0,500.0,22,180,72,2,2,2400000.0,53.0,28.0,44.0,46.0,65.0,71.0,34,53,26,74,73,75,Zagueiro
9644,A. Ferro,66,77,1800000.0,500.0,20,181,77,3,2,4200000.0,65.0,38.0,55.0,60.0,67.0,69.0,51,65,32,72,66,71,Zagueiro
9645,G. Castillo,66,66,700000.0,500.0,30,179,74,2,2,1500000.0,61.0,42.0,46.0,48.0,68.0,66.0,39,57,32,66,59,72,Zagueiro
9646,J. Barco,66,72,1300000.0,500.0,23,175,70,3,2,3100000.0,54.0,59.0,69.0,62.0,65.0,70.0,70,76,62,59,70,74,Meio campo
9647,L. Bolívar,66,66,625000.0,500.0,31,167,70,3,3,1300000.0,66.0,50.0,61.0,65.0,63.0,68.0,62,55,58,71,76,66,Zagueiro
9650,A. Osorio,66,71,1300000.0,500.0,23,183,75,2,2,2900000.0,56.0,67.0,57.0,58.0,31.0,63.0,60,69,74,82,50,71,Atacante
9651,L. Ayala,66,67,900000.0,500.0,27,170,76,3,2,2000000.0,74.0,55.0,61.0,65.0,62.0,69.0,59,59,58,72,70,70,Zagueiro
9653,C. Cuero,66,71,1200000.0,500.0,25,183,79,2,2,2700000.0,82.0,43.0,56.0,56.0,60.0,77.0,53,64,58,80,84,76,Zagueiro
9655,L. Iberico,66,72,1400000.0,500.0,23,180,74,3,3,3300000.0,69.0,66.0,51.0,66.0,25.0,62.0,50,60,60,62,65,70,Atacante
9656,S. Asan,66,72,1300000.0,6000.0,22,170,67,2,2,2900000.0,70.0,44.0,55.0,64.0,64.0,49.0,43,60,57,65,66,33,Zagueiro
9657,P. Gueye,66,74,1900000.0,4000.0,21,188,84,3,3,3100000.0,75.0,64.0,54.0,67.0,21.0,73.0,52,63,63,75,72,75,Atacante
9658,A. Ale,66,71,1100000.0,500.0,26,192,92,2,2,2500000.0,62.0,35.0,49.0,50.0,65.0,72.0,30,47,39,70,64,77,Zagueiro
9662,S. Abe,66,71,1300000.0,3000.0,23,171,67,3,2,1700000.0,70.0,62.0,63.0,66.0,62.0,67.0,58,61,67,58,79,60,Meio campo
9664,A. Șeroni,66,66,275000.0,3000.0,34,195,90,2,2,371000.0,32.0,34.0,42.0,42.0,65.0,81.0,40,53,41,65,63,92,Zagueiro
9667,E. Valencia,66,77,1900000.0,900.0,21,176,68,3,2,2900000.0,70.0,63.0,63.0,69.0,59.0,63.0,64,67,68,60,67,65,Meio campo
9668,T. Escalante,66,74,1900000.0,3000.0,21,170,67,3,2,3200000.0,72.0,58.0,65.0,70.0,56.0,59.0,65,70,64,61,67,49,Meio campo
9669,Lobete,66,80,2100000.0,2000.0,20,178,70,4,3,4600000.0,70.0,65.0,48.0,66.0,23.0,57.0,52,59,69,62,59,61,Atacante
9670,D. Velkovski,66,68,975000.0,4000.0,26,185,70,3,2,1500000.0,69.0,51.0,59.0,63.0,63.0,66.0,54,58,57,56,69,65,Zagueiro
9671,N. Geyrhofer,66,75,1800000.0,4000.0,21,188,77,3,2,3100000.0,57.0,27.0,40.0,46.0,66.0,70.0,31,58,26,67,67,72,Zagueiro
9672,J. Doig,66,79,1900000.0,1000.0,19,189,70,4,3,4500000.0,72.0,54.0,58.0,63.0,63.0,70.0,55,55,54,69,72,70,Zagueiro
9675,N. Sosa,66,70,1200000.0,4000.0,25,177,66,2,2,2100000.0,54.0,67.0,52.0,63.0,25.0,59.0,60,52,72,70,53,71,Atacante
9676,K. Chodyna,66,76,1800000.0,2000.0,22,176,68,2,2,2800000.0,79.0,47.0,55.0,61.0,59.0,64.0,52,51,47,34,83,57,Zagueiro
9678,J. Quinteros,66,77,1800000.0,500.0,20,184,76,3,2,4200000.0,61.0,26.0,41.0,52.0,67.0,68.0,32,62,26,76,68,70,Zagueiro
9679,M. Tamás,66,67,850000.0,3000.0,27,192,74,4,2,1200000.0,63.0,28.0,49.0,41.0,65.0,71.0,32,48,27,70,70,72,Zagueiro
9680,M. Martínez,66,74,1700000.0,500.0,22,184,78,2,1,4000000.0,,,,,,,37,35,8,58,16,51,Goleiro
9681,V. Mendoza,66,70,925000.0,500.0,26,184,91,3,1,2100000.0,,,,,,,38,35,10,58,24,60,Goleiro
9683,A. Johnston,66,72,1300000.0,2000.0,22,180,77,3,2,2100000.0,74.0,43.0,53.0,61.0,63.0,68.0,47,55,55,73,74,66,Zagueiro
9684,K. Fischer,66,73,1600000.0,3000.0,20,182,77,4,2,2900000.0,73.0,38.0,60.0,64.0,62.0,67.0,57,56,45,56,68,69,Zagueiro
9686,M. Cho,66,82,2100000.0,1000.0,17,182,73,3,3,5500000.0,75.0,66.0,53.0,68.0,24.0,49.0,52,56,62,62,47,58,Atacante
9687,C. Reiner,66,73,1600000.0,3000.0,23,197,88,2,2,2600000.0,41.0,29.0,54.0,40.0,66.0,75.0,56,48,35,38,63,87,Zagueiro
9688,T. Ortega,66,76,1800000.0,3000.0,20,185,72,3,2,3100000.0,72.0,36.0,54.0,67.0,63.0,66.0,55,69,59,70,69,65,Zagueiro
9689,D. Thiam,66,66,625000.0,2000.0,31,179,67,2,2,1100000.0,85.0,25.0,45.0,54.0,62.0,71.0,42,47,40,68,83,69,Zagueiro
9690,I. Boura,66,77,1800000.0,5000.0,20,173,68,2,3,4000000.0,67.0,47.0,53.0,69.0,62.0,58.0,53,56,58,66,63,54,Lateral
9692,Fabiano Souza,66,79,2000000.0,3000.0,21,170,64,2,2,5300000.0,80.0,34.0,46.0,60.0,61.0,65.0,28,58,51,73,69,61,Zagueiro
9693,K. Caliskaner,66,73,1800000.0,3000.0,21,190,87,3,3,3200000.0,75.0,60.0,52.0,67.0,21.0,65.0,60,63,65,61,72,75,Atacante
9695,A. Dedić,66,83,2100000.0,2000.0,18,180,67,3,3,,80.0,57.0,64.0,67.0,59.0,62.0,62,64,60,73,74,56,Zagueiro
9696,Iago López,66,76,1800000.0,2000.0,22,177,66,3,2,3200000.0,76.0,31.0,54.0,63.0,60.0,66.0,40,54,51,58,75,62,Zagueiro
9697,F. Doucouré,66,77,1800000.0,5000.0,20,172,61,3,2,4000000.0,79.0,37.0,56.0,65.0,61.0,56.0,48,47,51,66,65,50,Zagueiro
9698,Luís Mata,66,71,1200000.0,2000.0,23,181,66,3,2,1700000.0,74.0,35.0,52.0,61.0,62.0,58.0,50,57,59,72,76,50,Zagueiro
9699,N. Patterson,66,80,1900000.0,7000.0,19,178,66,3,2,4600000.0,81.0,44.0,57.0,63.0,62.0,69.0,54,58,55,73,73,68,Zagueiro
9701,B. Letić,66,66,775000.0,3000.0,28,184,78,3,2,1200000.0,66.0,57.0,52.0,62.0,63.0,62.0,40,61,63,65,68,62,Zagueiro
9702,M. Rente,66,72,1200000.0,2000.0,24,184,84,3,2,2000000.0,75.0,29.0,44.0,52.0,65.0,74.0,26,62,28,73,66,83,Zagueiro
9703,F. Andueza,66,73,1600000.0,3000.0,24,189,80,3,2,2600000.0,60.0,32.0,47.0,54.0,65.0,74.0,35,55,35,82,66,80,Zagueiro
9704,M. Mitaj,66,82,2000000.0,500.0,17,185,71,3,2,5700000.0,76.0,34.0,63.0,63.0,59.0,65.0,62,54,55,68,70,63,Zagueiro
9705,J. Oosterwolde,66,80,2000000.0,2000.0,20,186,74,3,2,4300000.0,90.0,37.0,56.0,59.0,60.0,73.0,49,57,50,62,77,75,Zagueiro
9706,S. Meza,66,76,1700000.0,2000.0,21,185,78,3,1,2800000.0,,,,,,,35,28,6,72,25,70,Goleiro
9709,Martín Calderón,66,74,1900000.0,7000.0,22,183,77,3,2,4600000.0,68.0,61.0,65.0,64.0,63.0,61.0,71,69,51,57,53,63,Meio campo
9710,S. Kennedy,66,72,1200000.0,3000.0,24,193,80,3,2,2100000.0,82.0,29.0,42.0,46.0,66.0,70.0,40,58,30,70,65,76,Zagueiro
9715,S. Tedić,66,78,2100000.0,3000.0,21,191,80,4,3,3500000.0,63.0,65.0,52.0,63.0,25.0,73.0,58,67,67,71,62,81,Atacante
9719,Meseguer,66,75,1900000.0,2000.0,22,184,76,3,3,3300000.0,65.0,52.0,67.0,66.0,63.0,67.0,65,56,45,64,72,66,Meio campo
9720,Luiz Júnior,66,78,1800000.0,1000.0,20,194,88,1,1,4100000.0,,,,,,,29,37,8,34,22,63,Goleiro
9721,T. Dzvukamanja,66,67,1000000.0,500.0,27,178,66,5,2,2300000.0,74.0,70.0,51.0,65.0,32.0,61.0,60,55,57,79,66,65,Atacante
9722,Yan Couto,66,81,1900000.0,2000.0,19,169,62,3,2,5000000.0,82.0,52.0,55.0,65.0,60.0,58.0,41,54,61,67,72,44,Zagueiro
9723,A. Alipour,66,71,1300000.0,4000.0,25,181,74,4,2,2800000.0,75.0,68.0,50.0,64.0,23.0,60.0,54,69,64,80,69,60,Atacante
9727,E. Ramírez,66,74,1900000.0,500.0,22,190,81,3,2,4600000.0,51.0,66.0,46.0,60.0,22.0,65.0,50,55,70,64,60,80,Atacante
9728,M. Gusto,66,80,1900000.0,4000.0,18,179,76,3,2,4800000.0,78.0,49.0,60.0,65.0,59.0,66.0,60,66,57,69,68,66,Zagueiro
9729,M. Portanova,66,79,2100000.0,4000.0,21,183,77,3,2,5100000.0,66.0,59.0,68.0,67.0,52.0,60.0,67,65,72,54,53,67,Meio campo
9731,B. Aguirre,66,78,2000000.0,3000.0,20,178,72,3,2,3400000.0,68.0,37.0,47.0,59.0,65.0,68.0,39,52,47,65,71,69,Zagueiro
9732,R. Toledo,66,66,700000.0,500.0,31,175,74,2,2,1500000.0,62.0,57.0,60.0,65.0,60.0,58.0,65,62,65,56,75,52,Meio campo
9733,K. Moreno,66,72,1300000.0,500.0,24,178,71,2,2,3100000.0,73.0,26.0,54.0,52.0,62.0,56.0,35,46,48,58,75,49,Zagueiro
9735,O. Noronha,66,66,850000.0,500.0,29,181,64,3,2,1800000.0,62.0,69.0,44.0,61.0,20.0,60.0,46,49,68,68,65,70,Atacante
9738,F. La Mantía,66,70,1100000.0,500.0,25,182,79,2,2,2400000.0,65.0,52.0,56.0,47.0,67.0,69.0,53,56,45,69,71,71,Zagueiro
9739,V. Edvardsen,66,70,1200000.0,1000.0,25,185,86,3,2,1600000.0,63.0,68.0,58.0,62.0,32.0,72.0,59,64,72,60,62,80,Atacante
9740,M. Cardozo,66,66,90000.0,500.0,38,178,71,2,1,194000.0,,,,,,,35,37,6,57,20,35,Goleiro
9741,V. Ayala,66,66,600000.0,500.0,32,179,80,3,3,1300000.0,76.0,28.0,50.0,67.0,62.0,62.0,37,47,41,61,72,63,Zagueiro
9742,Lautaro,66,80,2100000.0,6000.0,20,185,77,4,3,5700000.0,65.0,67.0,46.0,65.0,20.0,57.0,48,47,62,62,52,68,Atacante
9743,D. Pérez,66,78,2000000.0,5000.0,19,189,77,3,3,3200000.0,69.0,67.0,40.0,64.0,27.0,70.0,55,51,62,58,70,74,Atacante
9744,Jesús Vázquez,66,79,1900000.0,2000.0,18,182,77,2,2,5200000.0,72.0,44.0,58.0,57.0,61.0,63.0,43,57,52,57,61,66,Zagueiro
9745,André Amaro,66,77,1700000.0,850.0,18,186,76,3,2,3900000.0,61.0,44.0,52.0,61.0,66.0,70.0,46,49,39,58,62,75,Zagueiro
9746,R. Morales,66,73,1800000.0,500.0,22,176,69,3,2,4200000.0,69.0,67.0,44.0,65.0,23.0,52.0,51,62,65,64,53,60,Atacante
9748,D. Dioses,66,67,1000000.0,500.0,25,174,70,3,3,2200000.0,67.0,61.0,64.0,66.0,65.0,68.0,66,59,56,58,72,72,Meio campo
9750,N. Amarilla,66,66,400000.0,500.0,33,180,75,3,2,860000.0,60.0,29.0,50.0,35.0,68.0,74.0,28,47,44,70,77,80,Zagueiro
9753,Y. Imazu,66,69,1000000.0,3000.0,25,184,80,3,2,1300000.0,57.0,33.0,49.0,46.0,66.0,71.0,32,50,30,72,61,78,Zagueiro
9754,E. Rivera,66,66,700000.0,500.0,31,180,75,3,3,1500000.0,64.0,58.0,63.0,66.0,62.0,62.0,68,65,66,65,70,59,Meio campo
9755,A. Maglica,66,66,850000.0,500.0,29,181,73,3,2,1900000.0,58.0,70.0,54.0,62.0,40.0,54.0,49,51,71,66,51,58,Atacante
9756,M. García,66,75,1800000.0,3000.0,22,175,65,3,2,3000000.0,75.0,44.0,59.0,65.0,60.0,65.0,56,53,61,66,71,64,Zagueiro
9757,Arnau Martínez,66,80,1900000.0,950.0,18,181,75,3,2,4200000.0,69.0,40.0,55.0,62.0,66.0,61.0,43,52,53,63,57,60,Zagueiro
9758,D. Kolinger,66,68,900000.0,3000.0,27,199,89,2,2,1200000.0,53.0,27.0,34.0,37.0,65.0,80.0,25,56,29,72,63,90,Zagueiro
9759,S. Radić,66,76,1800000.0,2000.0,21,191,83,3,2,3000000.0,61.0,37.0,49.0,46.0,66.0,70.0,41,52,36,60,59,76,Zagueiro
9760,A. Hamdi,66,72,1300000.0,2000.0,23,178,68,3,3,2100000.0,69.0,60.0,65.0,72.0,53.0,60.0,66,68,60,55,71,61,Meio campo
9763,A. Costa,66,73,1600000.0,3000.0,21,179,74,3,2,2700000.0,70.0,28.0,56.0,61.0,66.0,70.0,56,71,53,70,72,67,Zagueiro
9764,D. Štefulj,66,74,1800000.0,500.0,21,186,78,3,2,4300000.0,72.0,50.0,57.0,66.0,59.0,69.0,45,56,48,64,76,69,Zagueiro
9765,J. López,66,80,2100000.0,4000.0,20,188,81,3,2,4500000.0,54.0,67.0,48.0,61.0,32.0,62.0,51,53,68,64,49,70,Atacante
9766,J. Malatini,66,73,1600000.0,3000.0,20,175,63,3,2,2700000.0,70.0,31.0,57.0,65.0,61.0,59.0,50,56,64,64,73,52,Zagueiro
9767,I. Maggi,66,74,1900000.0,5000.0,22,178,74,4,2,3200000.0,76.0,66.0,51.0,65.0,28.0,60.0,50,55,65,71,57,65,Atacante
9768,A. Andrejević,66,67,800000.0,2000.0,29,188,76,3,2,1100000.0,59.0,38.0,53.0,58.0,65.0,72.0,64,62,53,69,64,76,Zagueiro
9770,Miguel,66,81,1900000.0,15000.0,19,180,73,3,3,5100000.0,71.0,40.0,47.0,58.0,64.0,58.0,30,48,48,57,66,58,Zagueiro
9773,Carlos Domínguez,66,76,1800000.0,4000.0,20,187,71,3,2,4100000.0,65.0,23.0,49.0,46.0,68.0,59.0,33,48,40,74,55,55,Zagueiro
9774,A. Bangura,66,74,1800000.0,2000.0,21,183,75,2,2,3000000.0,86.0,24.0,47.0,63.0,59.0,74.0,37,60,59,66,83,74,Zagueiro
9775,Rubén,66,69,1000000.0,2000.0,26,184,75,3,2,1600000.0,70.0,44.0,49.0,58.0,65.0,69.0,40,56,37,78,63,71,Zagueiro
9781,J. Blasco,66,72,1300000.0,2000.0,22,185,79,3,2,2300000.0,67.0,40.0,52.0,54.0,63.0,68.0,43,53,38,69,76,68,Zagueiro
9782,Rafael Santos,66,76,1800000.0,500.0,23,184,78,2,2,4300000.0,62.0,26.0,38.0,43.0,65.0,67.0,25,59,23,72,61,73,Zagueiro
9783,F. Zabala,66,76,1800000.0,500.0,22,171,65,2,2,4300000.0,68.0,26.0,49.0,56.0,62.0,49.0,31,55,41,60,61,40,Zagueiro
9785,Tomás Silva,66,75,1900000.0,1000.0,21,172,65,3,3,4400000.0,74.0,51.0,68.0,67.0,53.0,53.0,67,60,63,56,73,40,Meio campo
9786,Ros,66,71,1100000.0,2000.0,25,188,76,5,2,1800000.0,60.0,47.0,60.0,57.0,67.0,64.0,55,50,44,70,59,66,Zagueiro
9788,V. Međimorec,66,68,950000.0,3000.0,25,189,82,2,2,1400000.0,70.0,38.0,34.0,41.0,67.0,71.0,22,53,28,77,74,75,Zagueiro
9789,Luiz Felipe,66,70,975000.0,1000.0,24,198,90,3,1,2100000.0,,,,,,,37,26,4,38,16,71,Goleiro
9792,Rodrigo Conceição,66,74,1800000.0,2000.0,21,175,65,2,2,,71.0,39.0,49.0,66.0,62.0,63.0,43,62,47,56,74,53,Zagueiro
9793,Álex Balde,66,82,2000000.0,1000.0,17,175,69,3,3,5400000.0,76.0,35.0,53.0,66.0,62.0,48.0,45,47,40,34,62,46,Zagueiro
9795,Beñat Prados,66,77,1900000.0,6000.0,20,180,72,3,3,4400000.0,66.0,65.0,65.0,68.0,60.0,52.0,66,71,60,51,60,49,Meio campo
9800,Gavi,66,85,2100000.0,4000.0,16,173,68,3,2,5600000.0,66.0,53.0,67.0,69.0,50.0,48.0,70,68,59,48,52,44,Meio campo
9802,P. Ndiaye,66,72,1200000.0,3000.0,23,203,71,3,2,2000000.0,54.0,26.0,46.0,46.0,66.0,71.0,48,51,21,46,70,73,Zagueiro
9803,M. Abline,66,83,2200000.0,5000.0,18,176,70,3,3,5600000.0,75.0,68.0,54.0,69.0,23.0,48.0,55,53,64,59,55,49,Atacante
9804,J. Boselli,66,76,1900000.0,2000.0,21,174,76,2,2,4400000.0,71.0,67.0,50.0,71.0,23.0,58.0,51,66,62,59,63,60,Atacante
9805,J. Bothroyd,65,65,240000.0,1000.0,39,190,89,2,3,300000.0,29.0,65.0,59.0,60.0,28.0,68.0,63,73,74,51,30,90,Atacante
9806,L. Grant,65,65,80000.0,11000.0,38,193,83,4,1,148000.0,,,,,,,50,54,14,70,25,71,Goleiro
9807,A. Mannus,65,65,80000.0,500.0,39,188,94,3,1,124000.0,,,,,,,54,58,19,58,30,64,Goleiro
9808,D. Martin,65,65,80000.0,7000.0,35,188,86,2,1,152000.0,,,,,,,44,60,13,60,38,70,Goleiro
9809,D. Lewington,65,65,130000.0,2000.0,37,183,86,3,2,228000.0,32.0,35.0,63.0,59.0,64.0,76.0,56,71,58,70,80,78,Zagueiro
9810,Y. Okubo,65,65,240000.0,2000.0,39,170,73,4,3,312000.0,37.0,69.0,63.0,67.0,26.0,56.0,65,69,77,33,41,64,Atacante
9811,A. Baptiste,65,65,190000.0,2000.0,35,180,74,3,2,333000.0,44.0,38.0,52.0,54.0,64.0,70.0,48,60,53,85,51,79,Zagueiro
9812,Saizar,65,65,80000.0,1000.0,38,190,84,3,1,124000.0,,,,,,,20,58,13,35,19,72,Goleiro
9814,Kang Min Soo,65,65,190000.0,1000.0,35,186,74,3,2,238000.0,53.0,38.0,49.0,53.0,65.0,69.0,47,50,50,66,60,74,Zagueiro
9815,J. Rzeźniczak,65,65,230000.0,2000.0,34,183,82,3,2,311000.0,65.0,46.0,54.0,56.0,62.0,78.0,54,68,52,83,72,80,Zagueiro
9816,A. Akinfenwa,65,65,240000.0,2000.0,39,178,110,3,2,420000.0,40.0,64.0,55.0,56.0,35.0,74.0,61,68,68,49,34,97,Atacante
9817,R. Wood,65,65,190000.0,2000.0,35,191,82,3,2,333000.0,31.0,35.0,46.0,43.0,65.0,75.0,52,64,40,65,64,85,Zagueiro
9818,S. Holmén,65,65,230000.0,1000.0,37,180,74,4,3,288000.0,61.0,64.0,66.0,65.0,65.0,64.0,64,63,63,67,49,69,Meio campo
9819,A. Jaakkola,65,65,120000.0,3000.0,34,195,88,1,1,210000.0,,,,,,,60,37,12,74,32,66,Goleiro
9820,M. Sonnleitner,65,65,230000.0,2000.0,34,182,82,3,2,334000.0,66.0,36.0,49.0,50.0,64.0,71.0,47,55,33,79,66,75,Zagueiro
9821,C. Bryson,65,65,325000.0,2000.0,34,170,68,3,2,569000.0,45.0,63.0,64.0,67.0,61.0,55.0,64,65,61,79,68,41,Meio campo
9825,D. Ousted,65,65,80000.0,850.0,36,192,88,3,1,100000.0,,,,,,,48,47,12,60,33,64,Goleiro
9826,M. Jakobsen,65,65,190000.0,950.0,35,184,81,2,2,238000.0,51.0,43.0,54.0,55.0,63.0,76.0,45,58,46,80,75,81,Zagueiro
9827,A. Keogh,65,65,300000.0,1000.0,35,183,73,4,3,375000.0,63.0,64.0,60.0,63.0,37.0,75.0,64,65,66,82,81,78,Atacante
9828,J. Walsh,65,65,600000.0,4000.0,29,182,70,3,2,1100000.0,64.0,40.0,55.0,53.0,64.0,74.0,46,53,39,86,72,75,Zagueiro
9830,S. Whalley,65,65,450000.0,3000.0,33,176,67,3,3,788000.0,88.0,63.0,60.0,68.0,42.0,62.0,61,61,64,69,68,67,Atacante
9832,C. Daniels,65,65,250000.0,4000.0,34,185,75,3,3,438000.0,52.0,58.0,65.0,64.0,65.0,61.0,63,67,60,71,54,63,Lateral
9833,M. Oyola,65,65,230000.0,500.0,38,167,75,2,4,506000.0,63.0,56.0,66.0,64.0,59.0,60.0,73,53,61,47,61,65,Meio campo
9834,J. Parr,65,65,500000.0,1000.0,32,182,75,4,3,625000.0,69.0,56.0,59.0,64.0,62.0,65.0,55,64,61,54,70,66,Zagueiro
9835,E. Castillo,65,65,250000.0,2000.0,34,170,75,3,3,363000.0,72.0,57.0,61.0,64.0,60.0,64.0,60,59,60,78,66,61,Zagueiro
9836,L. Craig,65,65,325000.0,2000.0,34,183,82,3,2,569000.0,43.0,66.0,68.0,66.0,61.0,72.0,66,70,62,51,69,74,Meio campo
9838,E. Gutiérrez,65,65,300000.0,500.0,35,183,84,3,2,645000.0,52.0,69.0,55.0,61.0,32.0,68.0,58,63,70,73,77,72,Atacante
9839,M. Bostwick,65,65,350000.0,2000.0,33,193,89,3,2,613000.0,33.0,57.0,48.0,45.0,63.0,85.0,42,61,52,32,82,91,Zagueiro
9841,L. Stevenson,65,65,375000.0,2000.0,33,170,67,3,2,656000.0,68.0,42.0,58.0,60.0,62.0,74.0,57,60,50,71,82,72,Zagueiro
9842,J. Horn,65,65,230000.0,1000.0,34,188,83,3,2,288000.0,60.0,29.0,50.0,41.0,62.0,73.0,45,63,36,78,58,79,Zagueiro
9843,M. Bottani,65,65,700000.0,4000.0,30,170,64,4,3,1000000.0,87.0,65.0,57.0,72.0,39.0,48.0,56,58,68,65,75,33,Atacante
9844,Kwoun Sun Tae,65,65,80000.0,1000.0,36,184,85,2,1,104000.0,,,,,,,64,57,17,68,20,69,Goleiro
9845,Kim Chang Soo,65,65,220000.0,1000.0,35,179,72,3,2,275000.0,64.0,59.0,61.0,64.0,62.0,67.0,62,67,66,61,69,62,Zagueiro
9846,K. Özer,65,65,450000.0,4000.0,33,170,62,4,3,900000.0,72.0,63.0,64.0,71.0,35.0,60.0,61,58,67,77,54,61,Atacante
9847,Canella,65,65,375000.0,2000.0,33,180,70,2,2,581000.0,69.0,49.0,59.0,64.0,62.0,76.0,55,67,49,85,75,78,Zagueiro
9848,C. Cortés,65,65,230000.0,1000.0,37,179,70,3,3,311000.0,57.0,61.0,68.0,66.0,45.0,61.0,68,71,60,35,65,62,Meio campo
9849,D. Worrall,65,65,525000.0,3000.0,31,170,67,4,3,919000.0,78.0,60.0,62.0,66.0,54.0,70.0,64,60,63,90,85,68,Lateral
9850,B. Knighton,65,65,80000.0,1000.0,36,188,91,2,1,120000.0,,,,,,,42,45,11,59,29,64,Goleiro
9851,N. Gerzić,65,65,230000.0,1000.0,37,175,79,2,3,288000.0,38.0,49.0,69.0,69.0,56.0,61.0,70,68,47,69,52,62,Meio campo
9852,A. Ríos,65,65,600000.0,2000.0,31,178,78,4,3,870000.0,59.0,65.0,63.0,66.0,38.0,79.0,64,68,64,78,77,80,Atacante
9853,Qin Sheng,65,65,230000.0,4000.0,34,183,76,4,2,357000.0,48.0,52.0,60.0,57.0,62.0,76.0,57,55,47,64,76,72,Zagueiro
